player,nation,squad,comp,age,born,per_90,gls,sh,so_t,so_t_percent,sh_per_90,so_t_per_90,g_per_sh,g_per_so_t,dist,fk,pk,p_katt,x_g,npx_g,npxg_per_sh,g_minus_xg,npg_minus_xg
Erwan Belhadji,FRA,Dijon,Ligue 1,19,2001,0.3,0,1,0,0,3,0,0,NA,23.9,0,0,0,0,0,0.03,0,0
Haris Belkebla,ALG,Brest,Ligue 1,26,1994,30.3,0,7,0,0,0.23,0,0,NA,22.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Stefan Bell,GER,Mainz 05,Bundesliga,28,1991,14.1,1,7,2,28.6,0.5,0.14,0.14,0.5,13.4,0,0,0,0.4,0.4,0.06,0.6,0.6
Karim Bellarabi,GER,Leverkusen,Bundesliga,30,1990,8.9,0,29,9,31,3.27,1.02,0,0,18,0,0,0,2.2,2.2,0.08,-2.2,-2.2
Jean-Ricner Bellegarde,FRA,Strasbourg,Ligue 1,22,1998,23.2,1,26,5,19.2,1.12,0.22,0.04,0.2,17.2,0,0,0,2.8,2.8,0.11,-1.8,-1.8
Héctor Bellerín,ESP,Arsenal,English Premier League,25,1995,23.2,1,15,5,33.3,0.65,0.22,0.07,0.2,19.1,0,0,0,0.8,0.8,0.05,0.2,0.2
Jude Bellingham,ENG,Dortmund,Bundesliga,17,2003,18.9,1,34,9,26.5,1.8,0.48,0.03,0.11,18.2,0,0,0,3,3,0.09,-2,-2
Andrea Belotti,ITA,Torino,Serie A,26,1993,32.1,13,102,34,33.3,3.18,1.06,0.09,0.26,16.9,8,4,5,13.8,9.9,0.1,-0.8,-0.9
Fran Beltrán,ESP,Celta Vigo,La Liga,21,1999,15.5,3,19,7,36.8,1.22,0.45,0.16,0.43,21.1,0,0,0,1.4,1.4,0.07,1.6,1.6
Sami Ben Amar,MAR,Nîmes,Ligue 1,22,1998,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Hatem Ben Arfa,FRA,Bordeaux,Ligue 1,33,1987,18.9,2,33,11,33.3,1.74,0.58,0.06,0.18,21.4,5,0,0,2.3,2.3,0.07,-0.3,-0.3
Salim Ben Seghir,FRA,Nice,Ligue 1,17,2003,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Wissam Ben Yedder,FRA,Monaco,Ligue 1,29,1990,29,20,68,22,32.4,2.35,0.76,0.15,0.45,16.9,5,10,12,19.1,10,0.15,0.9,0
Ahmad Benali,LBY,Crotone,Serie A,28,1992,13.5,0,11,4,36.4,0.82,0.3,0,0,18.4,0,0,0,0.8,0.8,0.08,-0.8,-0.8
Samy Benchamma,FRA,Montpellier,Ligue 1,20,2000,0.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Lars Bender,GER,Leverkusen,Bundesliga,31,1989,10.4,1,9,0,0,0.87,0,0,NA,16.7,0,1,1,1.2,0.5,0.05,-0.2,-0.5
Sven Bender,GER,Leverkusen,Bundesliga,31,1989,13,0,3,1,33.3,0.23,0.08,0,0,11.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Darío Benedetto,ARG,Marseille,Ligue 1,30,1990,17.5,5,37,14,37.8,2.11,0.8,0.11,0.29,15.6,0,1,1,7.6,6.8,0.18,-2.6,-2.8
László Bénes,SVK,Augsburg,Bundesliga,22,1997,7.3,1,8,3,37.5,1.09,0.41,0.13,0.33,20.1,1,0,0,0.4,0.4,0.05,0.6,0.6
László Bénes,SVK,M'Gladbach,Bundesliga,22,1997,1.7,0,2,0,0,1.2,0,0,NA,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Walter Benítez,ARG,Nice,Ligue 1,27,1993,38,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Loris Benito,SUI,Bordeaux,Ligue 1,28,1992,29.5,0,6,1,16.7,0.2,0.03,0,0,10.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Sergio Benito,ESP,Valladolid,La Liga,21,1999,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Bilal Benkhedim,FRA,Saint-Étienne,Ligue 1,19,2001,0.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Djamel Benlamri,ALG,Lyon,Ligue 1,30,1989,1.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Ismaël Bennacer,ALG,Milan,Serie A,22,1997,14.7,0,12,1,8.3,0.81,0.07,0,0,25.3,0,0,0,0.7,0.7,0.06,-0.7,-0.7
Saïd Benrahma,ALG,West Ham,English Premier League,24,1995,15.5,1,35,11,31.4,2.26,0.71,0.03,0.09,19.9,1,0,0,2.3,2.3,0.07,-1.3,-1.3
Yassine Benrahou,FRA,Nîmes,Ligue 1,21,1999,13.8,0,19,4,21.1,1.38,0.29,0,0,23.7,5,0,0,0.8,0.8,0.04,-0.8,-0.8
Ramy Bensebaini,ALG,M'Gladbach,Bundesliga,25,1995,20.1,4,21,7,33.3,1.04,0.35,0.14,0.43,14.6,0,1,1,2.3,1.6,0.07,1.7,1.4
Josh Benson,ENG,Burnley,English Premier League,20,1999,2.9,0,2,0,0,0.68,0,0,NA,23.5,1,0,0,0.2,0.2,0.09,-0.2,-0.2
Nabil Bentaleb,ALG,Schalke 04,Bundesliga,25,1994,6.1,0,0,0,NA,0,0,NA,NA,NA,0,0,1,0.8,0,NA,-0.8,0
Rodrigo Bentancur,URU,Juventus,Serie A,23,1997,25.8,0,15,5,33.3,0.58,0.19,0,0,22.9,0,0,0,0.7,0.7,0.04,-0.7,-0.7
Christian Benteke,BEL,Crystal Palace,English Premier League,29,1990,20.2,10,71,33,46.5,3.52,1.64,0.14,0.3,11.5,0,0,0,8.1,8.1,0.11,1.9,1.9
Karim Benzema,FRA,Real Madrid,La Liga,32,1987,32.2,23,122,50,41,3.79,1.55,0.18,0.44,15.1,6,1,1,17.8,17,0.14,5.2,5
Yassine Benzia,ALG,Dijon,Ligue 1,25,1994,4.5,2,4,0,0,0.88,0,0,NA,26.5,0,2,2,1.8,0.3,0.08,0.2,-0.3
Alessandro Berardi,ITA,Hellas Verona,Serie A,29,1991,0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Domenico Berardi,ITA,Sassuolo,Serie A,25,1994,27.5,17,102,30,29.4,3.71,1.09,0.1,0.33,20.9,10,7,8,14.6,8.5,0.08,2.4,1.5
Gaetano Berardi,SUI,Leeds United,English Premier League,31,1988,1.3,0,1,0,0,0.8,0,0,NA,9.4,0,0,0,0,0,0.03,0,0
Yuri Berchiche,ESP,Athletic Club,La Liga,30,1990,18.7,1,16,6,37.5,0.86,0.32,0.06,0.17,19,0,0,0,0.8,0.8,0.05,0.2,0.2
Álex Berenguer,ESP,Torino,Serie A,25,1995,1.5,0,2,2,100,1.37,1.37,0,0,15.5,0,0,0,0.3,0.3,0.16,-0.3,-0.3
Álex Berenguer,ESP,Athletic Club,La Liga,25,1995,25.3,8,48,15,31.3,1.9,0.59,0.17,0.53,17,4,0,0,6.1,6.1,0.13,1.9,1.9
Bartosz Bereszyński,POL,Sampdoria,Serie A,28,1992,29,1,3,1,33.3,0.1,0.03,0.33,1,16.8,0,0,0,0.1,0.1,0.04,0.9,0.9
Jóhann Berg Guðmundsson,ISL,Burnley,English Premier League,29,1990,15.1,2,19,8,42.1,1.25,0.53,0.11,0.25,19.9,1,0,0,1.7,1.7,0.09,0.3,0.3
Sander Berge,NOR,Sheffield Utd,English Premier League,22,1998,12.4,1,9,1,11.1,0.72,0.08,0,0,17.8,0,1,1,1.2,0.5,0.05,-0.2,-0.5
Steven Bergwijn,NED,Tottenham,English Premier League,22,1997,13.4,1,15,5,33.3,1.12,0.37,0.07,0.2,16.3,0,0,0,2.5,2.5,0.17,-1.5,-1.5
Valon Berisha,KVX,Reims,Ligue 1,27,1993,18.3,0,21,3,14.3,1.15,0.16,0,0,21.1,3,0,0,1,1,0.05,-1,-1
Bernard,BRA,Everton,English Premier League,27,1992,5.1,1,6,2,33.3,1.19,0.4,0.17,0.5,20.4,0,0,0,0.2,0.2,0.03,0.8,0.8
Federico Bernardeschi,ITA,Juventus,Serie A,26,1994,10.8,0,13,6,46.2,1.2,0.56,0,0,17.4,0,0,0,1.5,1.5,0.12,-1.5,-1.5
Bernardo,BRA,Brighton,English Premier League,25,1995,2.3,0,4,0,0,1.75,0,0,NA,6.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Paul Bernardoni,FRA,Angers,Ligue 1,23,1997,38,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Juan Bernat,ESP,Paris S-G,Ligue 1,27,1993,2.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Dimitry Bertaud,FRA,Montpellier,Ligue 1,22,1998,8.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Marco Bertini,ITA,Lazio,Serie A,17,2002,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Ryan Bertrand,ENG,Southampton,English Premier League,30,1989,28.9,0,8,3,37.5,0.28,0.1,0,0,19.7,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Daniel Bessa,ITA,Hellas Verona,Serie A,27,1993,6.8,0,8,4,50,1.17,0.59,0,0,16.1,0,0,0,0.8,0.8,0.1,-0.8,-0.8
Loïc Bessile,TOG,Bordeaux,Ligue 1,21,1999,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Louis Beyer,GER,M'Gladbach,Bundesliga,20,2000,2.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Bartosz Bialek,POL,Wolfsburg,Bundesliga,18,2001,3,2,9,5,55.6,3,1.67,0.22,0.4,11.8,0,0,0,2.1,2.1,0.23,-0.1,-0.1
Giulian Biancone,FRA,Monaco,Ligue 1,20,2000,1,0,1,0,0,0.98,0,0,NA,19.2,0,0,0,0,0,0.04,0,0
Ermin Bičakčić,BIH,Hoffenheim,Bundesliga,30,1990,1.4,1,2,1,50,1.41,0.7,0.5,1,4.7,0,0,0,0.4,0.4,0.18,0.6,0.6
Pedro Bigas,ESP,Eibar,La Liga,29,1990,17,0,10,1,10,0.59,0.06,0,0,12.9,0,0,0,0.9,0.9,0.09,-0.9,-0.9
El Bilal Touré,MLI,Reims,Ligue 1,18,2001,13.8,4,20,9,45,1.45,0.65,0.2,0.44,10.8,0,0,0,2.4,2.4,0.12,1.6,1.6
Cristiano Biraghi,ITA,Fiorentina,Serie A,27,1992,31.1,1,25,6,24,0.8,0.19,0.04,0.17,20.1,7,0,0,2,2,0.08,-1,-1
Davide Biraschi,ITA,Genoa,Serie A,26,1994,10.2,0,2,0,0,0.2,0,0,NA,23.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Yves Bissouma,MLI,Brighton,English Premier League,23,1996,34.6,1,42,3,7.1,1.22,0.09,0.02,0.33,25.3,2,0,0,1.2,1.2,0.03,-0.2,-0.2
Leonardo Bittencourt,GER,Werder Bremen,Bundesliga,26,1993,16.8,4,42,10,23.8,2.5,0.59,0.07,0.3,20.8,7,1,1,4.4,3.7,0.09,-0.4,-0.7
Blanco,ESP,Real Madrid,La Liga,20,2000,2.4,0,2,0,0,0.82,0,0,NA,29,0,0,0,0,0,0.02,0,0
Alejandro Blanco,ESP,Valencia,La Liga,21,1998,6.4,1,7,2,28.6,1.09,0.31,0.14,0.5,15.6,0,0,0,0.8,0.8,0.11,0.2,0.2
Rubén Blanco,ESP,Celta Vigo,La Liga,25,1995,18.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Ludovic Blas,FRA,Nantes,Ligue 1,22,1997,31,10,72,24,33.3,2.33,0.78,0.14,0.42,19,0,0,0,6.6,6.6,0.09,3.4,3.4
Alejandro Blesa,ESP,Levante,La Liga,18,2002,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Jérôme Boateng,GER,Bayern Munich,Bundesliga,31,1988,26.3,1,8,3,37.5,0.3,0.11,0.13,0.33,18.2,0,0,0,0.3,0.3,0.04,0.7,0.7
Antonin Bobichon,FRA,Angers,Ligue 1,24,1995,10.1,0,22,3,13.6,2.17,0.3,0,0,22.8,3,0,0,1.1,1.1,0.05,-1.1,-1.1
Yann Bodiger,FRA,Cádiz,La Liga,25,1995,2.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Jean-Paul Boëtius,NED,Mainz 05,Bundesliga,26,1994,22.9,2,29,9,31,1.26,0.39,0.07,0.22,19.3,0,0,0,2.8,2.8,0.1,-0.8,-0.8
Sacha Boey,FRA,Dijon,Ligue 1,19,2000,20.7,0,10,1,10,0.48,0.05,0,0,23.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Sacha Boey,FRA,Rennes,Ligue 1,19,2000,1.4,0,1,0,0,0.73,0,0,NA,14.2,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Jeremie Boga,CIV,Sassuolo,Serie A,23,1997,19.8,4,33,15,45.5,1.66,0.76,0.12,0.27,15.4,0,0,0,3.6,3.6,0.11,0.4,0.4
Melayro Bogarde,NED,Hoffenheim,Bundesliga,18,2002,3.1,0,4,2,50,1.3,0.65,0,0,21.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Jayden Bogle,ENG,Sheffield Utd,English Premier League,20,2000,12.3,2,17,7,41.2,1.38,0.57,0.12,0.29,12.3,0,0,0,1.8,1.8,0.1,0.2,0.2
Quentin Boisgard,FRA,Lorient,Ligue 1,23,1997,14.6,2,24,7,29.2,1.64,0.48,0.08,0.29,21.1,3,0,0,1.9,1.9,0.08,0.1,0.1
Willy Boly,CIV,Wolves,English Premier League,29,1991,20.9,1,14,3,21.4,0.67,0.14,0.07,0.33,12.1,0,0,0,1.1,1.1,0.08,-0.1,-0.1
Giacomo Bonaventura,ITA,Fiorentina,Serie A,30,1989,25.1,3,43,11,25.6,1.72,0.44,0.07,0.27,19.6,1,0,0,2.8,2.8,0.06,0.2,0.2
Federico Bonazzoli,ITA,Torino,Serie A,23,1997,6.3,2,21,6,28.6,3.35,0.96,0.1,0.33,16.7,0,0,0,1.6,1.6,0.07,0.4,0.4
Federico Bonazzoli,ITA,Sampdoria,Serie A,23,1997,1.5,0,4,0,0,2.75,0,0,NA,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Kevin Bonifazi,ITA,Udinese,Serie A,24,1996,27.4,0,17,0,0,0.62,0,0,NA,13.8,0,0,0,1.4,1.4,0.08,-1.4,-1.4
Leonardo Bonucci,ITA,Juventus,Serie A,33,1987,22.5,2,16,3,18.8,0.71,0.13,0.13,0.67,12.9,0,0,0,2.7,2.7,0.18,-0.7,-0.7
Elias Bördner,GER,Eint Frankfurt,Bundesliga,18,2002,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Dennis Borkowski,GER,RB Leipzig,Bundesliga,18,2002,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Sebastiaan Bornauw,BEL,Köln,Bundesliga,21,1999,23.1,1,15,4,26.7,0.65,0.17,0.07,0.25,8.8,0,0,0,1.3,1.3,0.09,-0.3,-0.3
Sven Botman,NED,Lille,Ligue 1,20,2000,36.8,0,16,5,31.3,0.44,0.14,0,0,13.8,1,0,0,1,1,0.06,-1,-1
Denis Bouanga,GAB,Saint-Étienne,Ligue 1,25,1994,30.2,7,97,35,36.1,3.21,1.16,0.04,0.11,18.9,4,3,4,12.2,9.2,0.1,-5.2,-5.2
Hicham Boudaoui,ALG,Nice,Ligue 1,20,1999,19.3,3,16,9,56.3,0.83,0.47,0.19,0.33,19.2,0,0,0,2.3,2.3,0.15,0.7,0.7
Ryad Boudebouz,ALG,Saint-Étienne,Ligue 1,30,1990,7.2,0,11,3,27.3,1.52,0.41,0,0,24,2,0,2,2.3,0.7,0.07,-2.3,-0.7
Sofiane Boufal,MAR,Angers,Ligue 1,26,1993,8.1,1,14,5,35.7,1.72,0.61,0.07,0.2,15.9,2,0,0,1.6,1.6,0.11,-0.6,-0.6
Nassim Boujellab,MAR,Schalke 04,Bundesliga,21,1999,6.7,1,14,6,42.9,2.08,0.89,0.07,0.17,17.2,0,0,0,1.4,1.4,0.1,-0.4,-0.4
Farid Boulaya,ALG,Metz,Ligue 1,27,1993,31.3,6,77,26,33.8,2.46,0.83,0.06,0.19,26.3,26,1,2,5.5,4,0.05,0.5,1
Yassine Bounou,MAR,Sevilla,La Liga,29,1991,33,1,1,1,100,0.03,0.03,1,1,8,0,0,0,0.3,0.3,0.34,0.7,0.7
Ismaëlben Boura,FRA,Lens,Ligue 1,19,2000,9.1,0,2,0,0,0.22,0,0,NA,18.2,0,0,0,0.2,0.2,0.1,-0.2,-0.2
Mehdi Bourabia,MAR,Sassuolo,Serie A,28,1991,5.9,1,9,3,33.3,1.53,0.51,0.11,0.33,20.9,3,0,0,0.6,0.6,0.07,0.4,0.4
Benjamin Bourigeaud,FRA,Rennes,Ligue 1,26,1994,28.4,6,64,24,37.5,2.26,0.85,0.09,0.25,21,11,0,0,5.6,5.6,0.09,0.4,0.4
Edoardo Bove,ITA,Roma,Serie A,18,2002,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Jarrod Bowen,ENG,West Ham,English Premier League,23,1996,28.5,8,55,16,29.1,1.93,0.56,0.15,0.5,16.2,0,0,0,6.3,6.3,0.11,1.7,1.7
Dedryck Boyata,BEL,Hertha BSC,Bundesliga,29,1990,17.2,1,10,1,10,0.58,0.06,0.1,1,10.4,0,0,0,0.6,0.6,0.06,0.4,0.4
John Boye,GHA,Metz,Ligue 1,33,1987,33.8,1,13,2,15.4,0.38,0.06,0.08,0.5,8.5,0,0,0,1.9,1.9,0.14,-0.9,-0.9
Lucas Boyé,ARG,Elche,La Liga,24,1996,29.9,7,57,22,38.6,1.9,0.73,0.12,0.32,16,3,0,0,5.9,5.9,0.1,1.1,1.1
Can Bozdogan,GER,Schalke 04,Bundesliga,19,2001,7.2,0,8,2,25,1.11,0.28,0,0,23.5,1,0,0,0.4,0.4,0.05,-0.4,-0.4
Umut Bozok,TUR,Lorient,Ligue 1,23,1996,0.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Jayden Braaf,NED,Udinese,Serie A,17,2002,1.3,1,2,2,100,1.55,1.55,0.5,0.5,10.1,0,0,0,0.2,0.2,0.1,0.8,0.8
Domagoj Bradarić,CRO,Lille,Ligue 1,20,1999,14,1,4,3,75,0.29,0.21,0.25,0.33,20,0,0,0,0.3,0.3,0.06,0.7,0.7
Robbie Brady,IRL,Burnley,English Premier League,28,1992,11.7,1,16,5,31.3,1.37,0.43,0.06,0.2,19.8,4,0,0,0.8,0.8,0.05,0.2,0.2
Martin Braithwaite,DEN,Barcelona,La Liga,29,1991,13.1,2,23,7,30.4,1.76,0.54,0.09,0.29,11.4,0,0,1,5,4.2,0.19,-3,-2.2
Julian Brandt,GER,Dortmund,Bundesliga,24,1996,16.6,3,23,8,34.8,1.38,0.48,0.13,0.38,17.6,1,0,0,3,3,0.13,0,0
Darko Brašanac,SRB,Osasuna,La Liga,28,1992,10.1,2,8,4,50,0.79,0.4,0.25,0.5,16.1,0,0,0,1.3,1.3,0.16,0.7,0.7
Lilian Brassier,FRA,Brest,Ligue 1,20,1999,10.7,1,5,1,20,0.47,0.09,0.2,1,18.1,0,0,0,0.2,0.2,0.05,0.8,0.8
Álvaro Bravo,ESP,Granada,La Liga,22,1998,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Claudio Bravo,CHI,Betis,La Liga,37,1983,20,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Fabian Bredlow,GER,Stuttgart,Bundesliga,25,1995,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Josip Brekalo,CRO,Wolfsburg,Bundesliga,22,1998,20.2,7,47,21,44.7,2.33,1.04,0.15,0.33,19.7,2,0,0,3.7,3.7,0.08,3.3,3.3
Gleison Bremer,BRA,Torino,Serie A,23,1997,32.6,5,26,9,34.6,0.8,0.28,0.19,0.56,8.9,0,0,0,3.4,3.4,0.13,1.6,1.6
Joshua Brenet,NED,Hoffenheim,Bundesliga,26,1994,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Rhian Brewster,ENG,Sheffield Utd,English Premier League,20,2000,12.5,0,25,7,28,1.99,0.56,0,0,19.6,1,0,0,1.7,1.7,0.07,-1.7,-1.7
Anthony Briançon,FRA,Nîmes,Ligue 1,25,1994,13.6,0,4,2,50,0.29,0.15,0,0,17.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Jimmy Briand,FRA,Bordeaux,Ligue 1,34,1985,6.3,1,12,3,25,1.89,0.47,0,0,13.9,0,1,1,1.6,0.9,0.07,-0.6,-0.9
Yan Brice Eteki,CMR,Granada,La Liga,22,1997,14.7,0,7,3,42.9,0.48,0.2,0,0,19.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Nathan Broadhead,WAL,Everton,English Premier League,22,1998,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Dylan Bronn,TUN,Metz,Ligue 1,25,1995,37.9,2,13,3,23.1,0.34,0.08,0.08,0.33,24,1,1,2,2.1,0.6,0.05,-0.1,0.4
John Brooks,USA,Wolfsburg,Bundesliga,27,1993,30.8,2,18,4,22.2,0.58,0.13,0.11,0.5,9.6,0,0,0,1.6,1.6,0.09,0.4,0.4
Daniel Brosinski,GER,Mainz 05,Bundesliga,32,1988,15.9,2,7,1,14.3,0.44,0.06,0,0,27.6,3,2,2,1.8,0.3,0.05,0.2,-0.3
Josh Brownhill,ENG,Burnley,English Premier League,24,1995,31.3,0,36,8,22.2,1.15,0.26,0,0,20.4,8,0,0,1.9,1.9,0.05,-1.9,-1.9
Marcelo Brozović,CRO,Inter,Serie A,27,1992,28.7,2,27,6,22.2,0.94,0.21,0.07,0.33,21.9,1,0,0,1.8,1.8,0.07,0.2,0.2
Gastón Brugman,URU,Parma,Serie A,27,1992,18,1,18,8,44.4,1,0.45,0.06,0.13,22.8,4,0,0,1.2,1.2,0.06,-0.2,-0.2
Juan Brunet,ARG,Granada,La Liga,22,1998,0.3,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Juan Brunetta,ARG,Parma,Serie A,23,1997,5.3,1,10,5,50,1.89,0.95,0.1,0.2,18.2,1,0,0,1.3,1.3,0.13,-0.3,-0.3
Cédric Brunner,SUI,Arminia,Bundesliga,26,1994,29.5,0,6,2,33.3,0.2,0.07,0,0,15.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Jacob Bruun Larsen,DEN,Hoffenheim,Bundesliga,21,1998,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Bryan,ESP,Sevilla,La Liga,19,2001,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Bryan,ESP,Eibar,La Liga,19,2001,25.2,4,40,15,37.5,1.59,0.6,0.1,0.27,17.2,1,0,0,4,3.6,0.09,0,0.4
Joe Bryan,ENG,Fulham,English Premier League,26,1993,7.4,1,8,2,25,1.08,0.27,0.13,0.5,21.6,1,0,0,0.4,0.4,0.05,0.6,0.6
Kean Bryan,ENG,Sheffield Utd,English Premier League,23,1996,11.2,1,2,1,50,0.18,0.09,0.5,1,4.8,0,0,0,0.4,0.4,0.2,0.6,0.6
Lucas Buadés,FRA,Nîmes,Ligue 1,22,1997,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Ante Budimir,CRO,Osasuna,La Liga,29,1991,18.1,11,47,23,48.9,2.6,1.27,0.23,0.48,11.2,0,0,0,7.1,7.1,0.16,3.9,3.9
Gianluigi Buffon,ITA,Juventus,Serie A,42,1978,8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Marius Bülter,GER,Union Berlin,Bundesliga,27,1993,10.9,1,19,7,36.8,1.75,0.64,0.05,0.14,17,0,0,0,2,2,0.1,-1,-1
Alessandro Buongiorno,ITA,Torino,Serie A,21,1999,9.5,0,3,0,0,0.31,0,0,NA,7.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Esteban Burgos,ARG,Eibar,La Liga,28,1992,12.3,3,3,2,66.7,0.24,0.16,0.33,0.5,18.5,0,2,3,3.3,1.1,0.35,-0.3,-0.1
Burgui,ESP,Alavés,La Liga,26,1993,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Jonathan Burkardt,GER,Mainz 05,Bundesliga,20,2000,15.3,2,32,11,34.4,2.1,0.72,0.06,0.18,14.6,0,0,0,4.5,4.5,0.14,-2.5,-2.5
Nishan Burkart,SUI,Freiburg,Bundesliga,20,2000,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Oliver Burke,SCO,Sheffield Utd,English Premier League,23,1997,14.1,1,25,6,24,1.77,0.43,0.04,0.17,14.6,0,0,0,2.4,2.4,0.1,-1.4,-1.4
Roman Bürki,SUI,Dortmund,Bundesliga,29,1990,18.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Dan Burn,ENG,Brighton,English Premier League,28,1992,22.9,1,16,6,37.5,0.7,0.26,0.06,0.17,14.2,0,0,0,1.5,1.5,0.1,-0.5,-0.5
Patrick Burner,MTQ,Nice,Ligue 1,24,1996,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Patrick Burner,MTQ,Nîmes,Ligue 1,24,1996,14.6,0,6,1,16.7,0.41,0.07,0,0,23.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Maxime Busi,BEL,Parma,Serie A,20,1999,13.3,0,8,1,12.5,0.6,0.08,0,0,17.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Sergio Busquets,ESP,Barcelona,La Liga,32,1988,28,0,3,1,33.3,0.11,0.04,0,0,17,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Jack Butland,ENG,Crystal Palace,English Premier League,27,1993,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
David Button,ENG,West Brom,English Premier League,31,1989,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Oskar Buur,DEN,Wolves,English Premier League,22,1998,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Marcin Bułka,POL,Paris S-G,Ligue 1,20,1999,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Erick Cabaco,URU,Getafe,La Liga,25,1995,14.7,0,4,0,0,0.27,0,0,NA,10.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Willy Caballero,ARG,Chelsea,English Premier League,38,1981,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0
Jimmy Cabot,FRA,Angers,Ligue 1,26,1994,10.5,1,10,4,40,0.96,0.38,0.1,0.25,21,0,0,0,1.2,1.2,0.12,-0.2,-0.2
Martín Cáceres,URU,Fiorentina,Serie A,33,1987,24.9,2,15,6,40,0.6,0.24,0.13,0.33,15.3,0,0,0,1.3,1.3,0.08,0.7,0.7
Anthony Caci,FRA,Strasbourg,Ligue 1,23,1997,31.1,0,8,0,0,0.26,0,0,NA,23.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
